haven't	1.0
studied	1.0
qualified	1.0
we'll	1.0
mediocre	1.0
haunt	1.0
recruited	1.0
dot-com	1.0
sucked	1.0
drinkingi	1.0
stupidity	1.0
’m	1.0
disown	1.0
hey’ve	1.0
eviction	1.0
self-sabotage	1.0
suggests	1.0
recovery	1.0
scarred	1.0
stoop	1.0
exposing	1.0
freinds	1.0
2years	1.0
limb	1.0
illegal	1.0
penalized	1.0
wherever	1.0
dug	1.0
conquer	1.0
resigned	1.0
institution	1.0
corporate	1.0
repeated	1.0
melted	1.0
flunk	1.0
fired	1.0
conference	1.0
disappoint	1.0
foolish	1.0
reprimanded	1.0
hike	1.0
prominent	1.0
region	1.0
varied	1.0
pertain	1.0
resume	1.0
reconnect	1.0
non-supportive	1.0
attitude…	1.0
betraying	1.0
closets	1.0
bastard	1.0
convict	1.0
higher	1.0
envelop	1.0
free-loaders	1.0
coattails	1.0
empytness	1.0
screen	1.0
heaven	1.0
schoool	1.0
fiances	1.0
kick	1.0
obtain	1.0
fearest	1.0
nyc	1.0
human/animals	1.0
certanly	1.0
prospect	1.0
hello…i	1.0
technique	1.0
streaming	1.0
week-long	1.0
rip	1.0
impulses	1.0
kitten	1.0
dwell	1.0
made-up	1.0
improve	0.8333333333333334
it'll	0.8285714285714286
overwhelm	0.8
won't	0.7843137254901961
embarrass	0.75
recover	0.75
review	0.6666666666666666
he’ll	0.6666666666666666
training	0.6666666666666666
click	0.6666666666666666
employment	0.6666666666666666
apply	0.6666666666666666
increase	0.6666666666666666
mess	0.5652173913043478
exams	0.5
weather	0.5
afterward	0.5
title	0.5
tomorrow	0.5
items	0.5
consumed	0.5
bouts	0.5
crack	0.5
presented	0.5
introverted	0.5
curl	0.5
twenty	0.5
handy	0.5
survivor	0.5
throat	0.5
haunts	0.5
halfway	0.5
published	0.5
doctor's	0.5
restaurant	0.5
hotel	0.5
field	0.5
occurrence	0.5
intention	0.5
competition	0.5
corners	0.5
bars	0.5
daydreaming	0.5
traffic	0.5
schooling	0.5
heroin	0.5
substance	0.5
inevitably	0.5
100%	0.5
explode	0.5
professionals	0.5
stressing	0.5
inner	0.5
insult	0.5
someday	0.5
dig	0.5
i'll	0.4784688995215311
forget	0.47368421052631576
disappointed	0.4444444444444444
fail	0.42857142857142855
disaster	0.42857142857142855
achieve	0.42857142857142855
humiliated	0.4
flight	0.4
succeed	0.4
judge	0.375
cares	0.375
goals	0.35714285714285715
able	0.336734693877551
fool	0.3333333333333333
choose	0.3333333333333333
skills	0.3333333333333333
skill	0.3333333333333333
challenging	0.3333333333333333
pressured	0.3333333333333333
function	0.3333333333333333
ahead	0.3333333333333333
typically	0.3333333333333333
encounter	0.3333333333333333
greater	0.3333333333333333
worsen	0.3333333333333333
avoided	0.3333333333333333
manipulate	0.3333333333333333
anal	0.3333333333333333
tormenting	0.3333333333333333
survive	0.3333333333333333
horribly	0.3333333333333333
positions	0.3333333333333333
marathon	0.3333333333333333
opportunities	0.3333333333333333
relatives	0.3333333333333333
faith	0.3333333333333333
evidence	0.3333333333333333
ride	0.3333333333333333
merely	0.3333333333333333
habit	0.3333333333333333
paying	0.3333333333333333
paid	0.3333333333333333
doc	0.3333333333333333
consequence	0.3333333333333333
resort	0.3333333333333333
dance	0.3333333333333333
trigger	0.3333333333333333
iq	0.3333333333333333
doubt	0.3333333333333333
cure	0.3333333333333333
innocent	0.3333333333333333
freak	0.3333333333333333
interview	0.3076923076923077
answers	0.3076923076923077
going	0.3037037037037037
reach	0.3
insane	0.3
psychotic	0.3
cope	0.29411764705882354
progress	0.29411764705882354
worry	0.2916666666666667
interested	0.2857142857142857
anyways	0.2857142857142857
self-harm	0.2857142857142857
education	0.2857142857142857
allow	0.2857142857142857
company	0.2857142857142857
incompetent	0.2727272727272727
tough	0.2727272727272727
will	0.2618296529968454
criticized	0.25
miserable	0.25
checked	0.25
grandparents	0.25
uncomfortable	0.25
socially	0.25
abandoned	0.25
assignments	0.25
stops	0.25
patterns	0.25
stain	0.25
betrayed	0.25
chances	0.25
parent’s	0.25
rid	0.25
owner	0.25
turning	0.25
image	0.25
