i’m	0.009578587551691876
feel	0.012833516817390915
i feel	0.010698876013780122
like	0.01045883962257887
will	0.01265138647638991
she	0.010291471655030464
her	0.009408986613113542
me	0.009161140104788293
he	0.009029579436984257
feel	0.008403835711534725
i feel	0.008338660956322503
my	0.007417530279417181
i’m	0.007331982981368344
a	0.006431129166122721
feel	0.006233313260620781
the	0.005979944395447511
i’m	0.0059668261256385895
don’t	0.005814014782171929
everything	0.005548061927911419
or	0.005506351817848099
i	0.0053547503512739935
i don’t	0.005349454146088326
like	0.005277524778615462
then	0.005174474198504921
always	0.007223529216702303
me	0.00710695749157938
he	0.00674662762364087
never	0.006724978928126472
have	0.006558572712783803
my	0.006521820237734685
i have	0.006330370673521531
feel	0.008058808600015625
me	0.006682455588040799
should	0.010495209923747601
i know	0.00986207043565977
i should	0.009526505552780807
feel	0.008668066305234088
be	0.008438091475986498
it	0.007077162035762303
like	0.006653118381958694
me	0.0065193935607504045
can’t	0.005998216844542989
my	0.005913407407114648
i’m	0.005763677059067527
