i	0.4099260319732761
.	0.29957050823192555
my	0.26175137198759246
and	0.253042233357194
to	0.24862801240753996
the	0.20126461465044143
a	0.18921498449057506
me	0.17692674779288953
not	0.15318539727988548
have	0.1414936769267478
of	0.139226914817466
that	0.1309949892627058
be	0.11727511333810546
it	0.11691720353137676
but	0.11476974469100454
in	0.11238367931281316
,	0.1062992125984252
feel	0.10450966356478167
is	0.1040324504891434
for	0.10355523741350513
like	0.10176568837986161
didn't	0.10045335242185637
must	0.09818659031257457
with	0.08971605821999523
i’m	0.07945597709377238
as	0.07754712479121928
or	0.077069911715581
this	0.07659269863994274
they	0.07277499403483656
because	0.07026962538773562
about	0.0688379861608208
am	0.06836077308518253
don’t	0.06132188021951802
get	0.06048675733715104
was	0.06036745406824147
do	0.05869720830350752
at	0.05857790503459795
just	0.05821999522786924
so	0.0576234788833214
i'm	0.05750417561441183
on	0.05690765926986399
think	0.05571462658076831
if	0.05416368408494393
all	0.05392507754712479
know	0.05249343832020997
when	0.05130040563111429
he	0.049391553328561204
don't	0.046051061799093296
been	0.045931758530183726
want	0.044142209496540206
myself	0.04330708661417323
always	0.04199475065616798
time	0.04163684084943928
up	0.041159627773801
what	0.041159627773801
